t,north,east,down,vel,roll,pitch,speed,throttle
2.26,-0.00395755,0.0177982,-0.0108153,0.0292194,-0.734675,-0.204371,-1.11303,0
2.27,-0.00411478,0.0175056,-0.0104726,0.0291502,-0.736052,-0.205378,-1.11303,0
2.28,-0.00411478,0.0175056,-0.0104726,0.0291502,-0.736082,-0.208307,-1.11303,0
2.29,-0.00430808,0.0173291,-0.0102003,0.0286098,-0.737632,-0.212118,-1.54959,0
2.3,-0.00454131,0.0172679,-0.00997149,0.0291431,-0.739224,-0.212403,-1.54959,0
2.31,-0.00454131,0.0172679,-0.00997149,0.0291431,-0.740636,-0.212007,-1.54959,0
2.32,-0.00495454,0.0173684,-0.00973516,0.0307593,-0.739172,-0.217074,-1.54959,0
2.33,-0.00495454,0.0173684,-0.00973516,0.0307593,-0.73622,-0.222091,-1.54959,0
2.34,-0.00508557,0.0171508,-0.00946705,0.0295393,-0.737811,-0.220901,-1.23809,0
2.35,-0.00508557,0.0171508,-0.00946705,0.0295393,-0.738236,-0.217995,-1.23809,0
2.36,-0.00452492,0.0158864,-0.00879085,0.028864,-0.737297,-0.218164,-1.23809,0
2.37,-0.00452492,0.0158864,-0.00879085,0.028864,-0.733008,-0.216282,-1.23809,0
2.38,-0.0040399,0.0148238,-0.00811645,0.0276344,-0.732527,-0.219386,-1.23809,0
2.39,-0.00356555,0.013797,-0.00734864,0.0285536,-0.736651,-0.215629,0.674285,0
2.4,-0.00356555,0.013797,-0.00734864,0.0285536,-0.735958,-0.214793,0.674285,0
2.41,-0.00333446,0.0133371,-0.00695448,0.0288259,-0.737612,-0.218011,0.674285,0
2.42,-0.00333446,0.0133371,-0.00695448,0.0288259,-0.736414,-0.216242,0.674285,0
2.43,-0.00308456,0.0127661,-0.00634976,0.0289661,-0.737641,-0.216602,0.674285,0
2.44,-0.00298303,0.0124925,-0.005923,0.0298086,-0.740081,-0.217967,-0.379189,0
2.45,-0.00298303,0.0124925,-0.005923,0.0298086,-0.739847,-0.218144,-0.379189,0
2.46,-0.00294495,0.012356,-0.00553738,0.0291418,-0.73859,-0.220493,-0.379189,0
2.47,-0.00294495,0.012356,-0.00553738,0.0291418,-0.743073,-0.226345,-0.379189,0
2.48,-0.00298132,0.0123438,-0.00519591,0.0302133,-0.746625,-0.229137,-0.379189,0
2.49,-0.00298132,0.0123438,-0.00519591,0.0302133,-0.748592,-0.228287,-0.379189,0
2.5,-0.00308358,0.0124656,-0.00484306,0.0304577,-0.748846,-0.230292,1.55832,0
2.51,-0.00322597,0.0126908,-0.00450731,0.0303294,-0.749248,-0.229297,1.55832,0
2.52,-0.00322597,0.0126908,-0.00450731,0.0303294,-0.751513,-0.227257,1.55832,0
2.53,-0.00349164,0.0130933,-0.00410804,0.0313449,-0.753913,-0.225166,1.55832,0
2.54,-0.00349164,0.0130933,-0.00410804,0.0313449,-0.752387,-0.226677,1.55832,0
2.55,-0.00328526,0.0127147,-0.00398344,0.0320772,-0.752778,-0.227809,1.22492,0
2.56,-0.00328526,0.0127147,-0.00398344,0.0320772,-0.754466,-0.231888,1.22492,0
2.57,-0.0026814,0.0116971,-0.00393106,0.0310909,-0.757056,-0.233333,1.22492,0
2.58,-0.0021979,0.0108356,-0.00388628,0.0294005,-0.754612,-0.230891,1.22492,0
2.59,-0.0021979,0.0108356,-0.00388628,0.0294005,-0.757248,-0.230857,1.22492,0
2.6,-0.00178516,0.010127,-0.00389522,0.0283939,-0.75866,-0.231215,-1.25673,0
2.61,-0.00178516,0.010127,-0.00389522,0.0283939,-0.758257,-0.228481,-1.25673,0
2.62,-0.00147417,0.00957909,-0.00388312,0.0283753,-0.757767,-0.229607,-1.25673,0
2.63,-0.00147417,0.00957909,-0.00388312,0.0283753,-0.758762,-0.228934,-1.25673,0
2.64,-0.00117588,0.00910854,-0.00380522,0.0280673,-0.757697,-0.228623,-1.25673,0
2.65,-0.00101263,0.00889442,-0.00366547,0.0284125,-0.756268,-0.224238,-0.837877,0
2.66,-0.00101263,0.00889442,-0.00366547,0.0284125,-0.756274,-0.22667,-0.837877,0
2.67,-0.000930511,0.00882503,-0.00349664,0.0289284,-0.754666,-0.230269,-0.837877,0
2.68,-0.000930511,0.00882503,-0.00349664,0.0289284,-0.756266,-0.230588,-0.837877,0
2.69,-0.000920708,0.00887203,-0.00327634,0.0286384,-0.754723,-0.229674,-0.837877,0
2.7,-0.000969471,0.00900883,-0.00308754,0.0286056,-0.757807,-0.234925,2.11864,0
2.71,-0.000969471,0.00900883,-0.00308754,0.0286056,-0.758897,-0.2307,2.11864,0
2.72,-0.00108582,0.00923615,-0.00287255,0.0287116,-0.756627,-0.232146,2.11864,0
2.73,-0.00108582,0.00923615,-0.00287255,0.0287116,-0.756232,-0.231281,2.11864,0
2.74,-0.00128233,0.00965226,-0.00256705,0.0288168,-0.756713,-0.231909,2.11864,0
2.75,-0.00128233,0.00965226,-0.00256705,0.0288168,-0.760575,-0.231638,2.11864,0
2.76,-0.00117772,0.00964039,-0.00247785,0.029569,-0.759269,-0.230984,1.04714,0
2.77,-0.000845253,0.00930656,-0.0025298,0.0295721,-0.761935,-0.230442,1.04714,0
2.78,-0.000845253,0.00930656,-0.0025298,0.0295721,-0.763262,-0.233283,1.04714,0
2.79,-0.000590271,0.00909897,-0.00256508,0.0282016,-0.76505,-0.233209,1.04714,0
2.8,-0.000590271,0.00909897,-0.00256508,0.0282016,-0.763223,-0.231607,1.04714,0
2.81,-0.000421639,0.00900915,-0.00257744,0.0286888,-0.762737,-0.232207,1.32733,0
2.82,-0.000354725,0.00900446,-0.00266954,0.0284953,-0.767514,-0.231338,1.32733,0
2.83,-0.000354725,0.00900446,-0.00266954,0.0284953,-0.768346,-0.233476,1.32733,0
